Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","148","Chad","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","148","Chad","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","152","Chile","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","152","Chile","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","152","Chile","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","152","Chile","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","152","Chile","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.16","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.82","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.23","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.23","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","170","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","170","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.81","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","170","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.98","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","170","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","170","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.95","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","174","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","174","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.36","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","174","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","174","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.29","X","Figure from international organizations",""
